Data_Source;Airline_name;Aircraft_Type;Category;Flight_Type;Count;Total_seat;Seat_Class;Seat_Type;Seat_Position;Recline;Premium;Pitch_minimum;Pitch_maximum;Width;Bedlength_maximum;Bedlength_minimum;Music;VideoType;Power_available;Power_kind;Usb_available;Usb_kind;Rating
SeatGuru;british-airways;Airbus A319 D;BUSINESS;short haul;40;137;Club Europe;STANDARD;BULKHEAD;;N;30.0;30.0;17;;;NONE;OVERHEAD;NONE;;NONE;;2
SeatGuru;british-airways;Airbus A319 D;BUSINESS;short haul;40;137;Club Europe;STANDARD;EXIT_ROW;;N;30.0;30.0;17;;;NONE;OVERHEAD;NONE;;NONE;;2
SeatGuru;british-airways;Airbus A319 D;BUSINESS;short haul;40;137;Club Europe;STANDARD;EXIT_ROW;;N;30.0;30.0;17;;;NONE;OVERHEAD;NONE;;NONE;;5
SeatGuru;british-airways;Airbus A319 D;ECONOMY;short haul;83;137;Euro Traveller;STANDARD;NORMAL;;N;29.0;29.0;17;;;NONE;OVERHEAD;NONE;;NONE;;3
SeatGuru;british-airways;Airbus A319 D;BUSINESS;short haul;40;137;Club Europe;STANDARD;NORMAL;;N;30.0;30.0;17;;;NONE;OVERHEAD;NONE;;NONE;;3
SeatGuru;british-airways;Airbus A319 D;ECONOMY;short haul;83;137;Euro Traveller;STANDARD;NORMAL;;N;29.0;29.0;17;;;NONE;OVERHEAD;NONE;;NONE;;1
SeatGuru;british-airways;Airbus A319 D;ECONOMY;short haul;83;137;Euro Traveller;STANDARD;NORMAL;;N;29.0;29.0;17;;;NONE;OVERHEAD;NONE;;NONE;;2
SeatGuru;british-airways;Airbus A319 D;BUSINESS;short haul;40;137;Club Europe;STANDARD;NORMAL;;N;30.0;30.0;17;;;NONE;OVERHEAD;NONE;;NONE;;5
SeatGuru;british-airways;Airbus A319 D;BUSINESS;short haul;40;137;Club Europe;STANDARD;NORMAL;;N;30.0;30.0;17;;;NONE;OVERHEAD;NONE;;NONE;;2
SeatGuru;british-airways;Airbus A319 E;ECONOMY;short haul;144;144;UK Domestic;STANDARD;BULKHEAD;;N;29.0;30.0;17;;;NONE;NONE;NONE;;NONE;;2
SeatGuru;british-airways;Airbus A319 E;ECONOMY;short haul;144;144;UK Domestic;STANDARD;EXIT_ROW;;N;29.0;30.0;17;;;NONE;NONE;NONE;;NONE;;5
SeatGuru;british-airways;Airbus A319 E;ECONOMY;short haul;144;144;UK Domestic;STANDARD;NORMAL;;N;29.0;30.0;17;;;NONE;NONE;NONE;;NONE;;3
SeatGuru;british-airways;Airbus A319 E;ECONOMY;short haul;144;144;UK Domestic;STANDARD;NORMAL;;N;29.0;30.0;17;;;NONE;NONE;NONE;;NONE;;2
SeatGuru;british-airways;Airbus A319 E;ECONOMY;short haul;144;144;UK Domestic;STANDARD;NORMAL;;N;29.0;30.0;17;;;NONE;NONE;NONE;;NONE;;1
SeatGuru;british-airways;Airbus A320-200 C;ECONOMY;short haul;168;168;UK Domestic;STANDARD;BULKHEAD;;N;31.0;34.0;17.5;;;NONE;NONE;NONE;;NONE;;2
SeatGuru;british-airways;Airbus A320-200 C;ECONOMY;short haul;168;168;UK Domestic;STANDARD;NORMAL;;N;31.0;34.0;17.5;;;NONE;NONE;NONE;;NONE;;2
SeatGuru;british-airways;Airbus A320-200 C;ECONOMY;short haul;168;168;UK Domestic;STANDARD;EXIT_ROW;;N;31.0;34.0;17.5;;;NONE;NONE;NONE;;NONE;;2
SeatGuru;british-airways;Airbus A320-200 C;ECONOMY;short haul;168;168;UK Domestic;STANDARD;EXIT_ROW;;N;31.0;34.0;17.5;;;NONE;NONE;NONE;;NONE;;5
SeatGuru;british-airways;Airbus A320-200 C;ECONOMY;short haul;168;168;UK Domestic;STANDARD;NORMAL;;N;31.0;34.0;17.5;;;NONE;NONE;NONE;;NONE;;3
SeatGuru;british-airways;Airbus A320-200 C;ECONOMY;short haul;168;168;UK Domestic;STANDARD;NORMAL;;N;31.0;34.0;17.5;;;NONE;NONE;NONE;;NONE;;1
SeatGuru;british-airways;Airbus A320-200 D;BUSINESS;short haul;48;162;Club Europe;STANDARD;BULKHEAD;;N;30.0;30.0;17;;;NONE;OVERHEAD;NONE;;NONE;;2
SeatGuru;british-airways;Airbus A320-200 D;BUSINESS;short haul;48;162;Club Europe;STANDARD;NORMAL;;N;30.0;30.0;17;;;NONE;OVERHEAD;NONE;;NONE;;2
SeatGuru;british-airways;Airbus A320-200 D;BUSINESS;short haul;48;162;Club Europe;STANDARD;EXIT_ROW;;N;30.0;30.0;17;;;NONE;OVERHEAD;NONE;;NONE;;2
SeatGuru;british-airways;Airbus A320-200 D;BUSINESS;short haul;48;162;Club Europe;STANDARD;EXIT_ROW;;N;30.0;30.0;17;;;NONE;OVERHEAD;NONE;;NONE;;5
SeatGuru;british-airways;Airbus A320-200 D;ECONOMY;short haul;96;162;Euro Traveller;STANDARD;NORMAL;;N;30.0;30.0;17;;;NONE;OVERHEAD;NONE;;NONE;;3
SeatGuru;british-airways;Airbus A320-200 D;BUSINESS;short haul;48;162;Club Europe;STANDARD;NORMAL;;N;30.0;30.0;17;;;NONE;OVERHEAD;NONE;;NONE;;3
SeatGuru;british-airways;Airbus A320-200 D;ECONOMY;short haul;96;162;Euro Traveller;STANDARD;NORMAL;;N;30.0;30.0;17;;;NONE;OVERHEAD;NONE;;NONE;;2
SeatGuru;british-airways;Airbus A320-200 D;ECONOMY;short haul;96;162;Euro Traveller;STANDARD;NORMAL;;N;30.0;30.0;17;;;NONE;OVERHEAD;NONE;;NONE;;1
SeatGuru;british-airways;Airbus A320-200 D;BUSINESS;short haul;48;162;Club Europe;STANDARD;NORMAL;;N;30.0;30.0;17;;;NONE;OVERHEAD;NONE;;NONE;;5
SeatGuru;british-airways;Airbus A320-200 E;ECONOMY;short haul;171;171;UK Domestic;STANDARD;BULKHEAD;;N;31.0;34.0;17.5;;;NONE;NONE;NONE;;NONE;;2
SeatGuru;british-airways;Airbus A320-200 E;ECONOMY;short haul;171;171;UK Domestic;STANDARD;NORMAL;;N;31.0;34.0;17.5;;;NONE;NONE;NONE;;NONE;;3
SeatGuru;british-airways;Airbus A320-200 E;ECONOMY;short haul;171;171;UK Domestic;STANDARD;NORMAL;;N;31.0;34.0;17.5;;;NONE;NONE;NONE;;NONE;;2
SeatGuru;british-airways;Airbus A320-200 E;ECONOMY;short haul;171;171;UK Domestic;STANDARD;EXIT_ROW;;N;31.0;34.0;17.5;;;NONE;NONE;NONE;;NONE;;2
SeatGuru;british-airways;Airbus A320-200 E;ECONOMY;short haul;171;171;UK Domestic;STANDARD;EXIT_ROW;;N;31.0;34.0;17.5;;;NONE;NONE;NONE;;NONE;;5
SeatGuru;british-airways;Airbus A320-200 E;ECONOMY;short haul;171;171;UK Domestic;STANDARD;NORMAL;;N;31.0;34.0;17.5;;;NONE;NONE;NONE;;NONE;;1
SeatGuru;british-airways;Airbus A321 C;BUSINESS;long haul;23;154;Club World;FLAT_BED;BULKHEAD;180 degrees;F;45.0;45.0;26.0;78.0;78.0;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;2
SeatGuru;british-airways;Airbus A321 C;BUSINESS;long haul;23;154;Club World;FLAT_BED;BULKHEAD;180 degrees;F;45.0;45.0;26.0;78.0;78.0;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;british-airways;Airbus A321 C;ECONOMY;long haul;131;154;Economy;STANDARD;NORMAL;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;NONE;;NONE;;3
SeatGuru;british-airways;Airbus A321 C;ECONOMY;long haul;131;154;Economy;STANDARD;NORMAL;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;NONE;;NONE;;2
SeatGuru;british-airways;Airbus A321 C;BUSINESS;long haul;23;154;Club World;FLAT_BED;NORMAL;180 degrees;F;45.0;45.0;26.0;78.0;78.0;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;british-airways;Airbus A321 C;ECONOMY;long haul;131;154;Economy;STANDARD;EXIT_ROW;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;NONE;;NONE;;1
SeatGuru;british-airways;Airbus A321 C;ECONOMY;long haul;131;154;Economy;STANDARD;EXIT_ROW;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;NONE;;NONE;;5
SeatGuru;british-airways;Airbus A321 C;ECONOMY;long haul;131;154;Economy;STANDARD;NORMAL;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;NONE;;NONE;;1
SeatGuru;british-airways;Airbus A321 C;BUSINESS;long haul;23;154;Club World;FLAT_BED;EXIT_ROW;180 degrees;F;45.0;45.0;26.0;78.0;78.0;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;british-airways;Airbus A321 C;ECONOMY;long haul;131;154;Economy;STANDARD;BULKHEAD;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;NONE;;NONE;;2
SeatGuru;british-airways;Airbus A321 D;BUSINESS;short haul;54;199;Club Europe;STANDARD;BULKHEAD;;N;30.0;30.0;17;;;NONE;OVERHEAD;NONE;;NONE;;2
SeatGuru;british-airways;Airbus A321 D;BUSINESS;short haul;54;199;Club Europe;STANDARD;NORMAL;;N;30.0;30.0;17;;;NONE;OVERHEAD;NONE;;NONE;;3
SeatGuru;british-airways;Airbus A321 D;BUSINESS;short haul;54;199;Club Europe;STANDARD;NORMAL;;N;30.0;30.0;17;;;NONE;OVERHEAD;NONE;;NONE;;2
SeatGuru;british-airways;Airbus A321 D;BUSINESS;short haul;54;199;Club Europe;STANDARD;NORMAL;;N;30.0;30.0;17;;;NONE;OVERHEAD;NONE;;NONE;;1
SeatGuru;british-airways;Airbus A321 D;ECONOMY;short haul;123;199;Euro Traveller;STANDARD;NORMAL;;N;30.0;30.0;17;;;NONE;OVERHEAD;NONE;;NONE;;1
SeatGuru;british-airways;Airbus A321 D;ECONOMY;short haul;123;199;Euro Traveller;STANDARD;NORMAL;;N;30.0;30.0;17;;;NONE;OVERHEAD;NONE;;NONE;;3
SeatGuru;british-airways;Airbus A321 D;ECONOMY;short haul;123;199;Euro Traveller;STANDARD;NORMAL;;N;30.0;30.0;17;;;NONE;OVERHEAD;NONE;;NONE;;2
SeatGuru;british-airways;Airbus A321 D;ECONOMY;short haul;123;199;Euro Traveller;STANDARD;EXIT_ROW;;N;30.0;30.0;17;;;NONE;OVERHEAD;NONE;;NONE;;1
SeatGuru;british-airways;Airbus A321 D;ECONOMY;short haul;123;199;Euro Traveller;STANDARD;EXIT_ROW;;N;30.0;30.0;17;;;NONE;OVERHEAD;NONE;;NONE;;5
SeatGuru;british-airways;Airbus A321 D;BUSINESS;short haul;54;199;Club Europe;STANDARD;NORMAL;;N;30.0;30.0;17;;;NONE;OVERHEAD;NONE;;NONE;;5
SeatGuru;british-airways;Airbus A321 D;BUSINESS;short haul;54;199;Club Europe;STANDARD;EXIT_ROW;;N;30.0;30.0;17;;;NONE;OVERHEAD;NONE;;NONE;;5
SeatGuru;british-airways;Airbus A321 D;BUSINESS;short haul;54;199;Club Europe;STANDARD;EXIT_ROW;;N;30.0;30.0;17;;;NONE;OVERHEAD;NONE;;NONE;;2
SeatGuru;british-airways;Airbus A321 E;ECONOMY;short haul;205;205;UK Domestic;STANDARD;BULKHEAD;;N;31.0;34.0;17.0;;;NONE;OVERHEAD;NONE;;NONE;;2
SeatGuru;british-airways;Airbus A321 E;ECONOMY;short haul;205;205;UK Domestic;STANDARD;NORMAL;;N;31.0;34.0;17.0;;;NONE;OVERHEAD;NONE;;NONE;;3
SeatGuru;british-airways;Airbus A321 E;ECONOMY;short haul;205;205;UK Domestic;STANDARD;NORMAL;;N;31.0;34.0;17.0;;;NONE;OVERHEAD;NONE;;NONE;;2
SeatGuru;british-airways;Airbus A321 E;ECONOMY;short haul;205;205;UK Domestic;STANDARD;EXIT_ROW;;N;31.0;34.0;17.0;;;NONE;OVERHEAD;NONE;;NONE;;1
SeatGuru;british-airways;Airbus A321 E;ECONOMY;short haul;205;205;UK Domestic;STANDARD;EXIT_ROW;;N;31.0;34.0;17.0;;;NONE;OVERHEAD;NONE;;NONE;;5
SeatGuru;british-airways;Airbus A321 E;ECONOMY;short haul;205;205;UK Domestic;STANDARD;NORMAL;;N;31.0;34.0;17.0;;;NONE;OVERHEAD;NONE;;NONE;;1
SeatGuru;british-airways;Airbus A321 E;ECONOMY;short haul;205;205;UK Domestic;STANDARD;EXIT_ROW;;N;31.0;34.0;17.0;;;NONE;OVERHEAD;NONE;;NONE;;2
SeatGuru;british-airways;Airbus A380 new;FIRST;long haul;14;469;First Class;OPEN_SUITE;NORMAL;180 degrees;S;78.0;78.0;22.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;3
SeatGuru;british-airways;Airbus A380 new;BUSINESS;long haul;44;469;Club World;FLAT_BED;BULKHEAD;180 degrees;F;72.0;72.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;3
SeatGuru;british-airways;Airbus A380 new;BUSINESS;long haul;44;469;Club World;FLAT_BED;BULKHEAD;180 degrees;F;72.0;72.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;2
SeatGuru;british-airways;Airbus A380 new;BUSINESS;long haul;44;469;Club World;FLAT_BED;NORMAL;180 degrees;F;72.0;72.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;3
SeatGuru;british-airways;Airbus A380 new;BUSINESS;long haul;44;469;Club World;FLAT_BED;NORMAL;180 degrees;F;72.0;72.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;1
SeatGuru;british-airways;Airbus A380 new;BUSINESS;long haul;44;469;Club World;FLAT_BED;NORMAL;180 degrees;F;72.0;72.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;2
SeatGuru;british-airways;Airbus A380 new;ECONOMY;long haul;199;469;World Traveller;STANDARD;EXIT_ROW;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;2
SeatGuru;british-airways;Airbus A380 new;ECONOMY;long haul;199;469;World Traveller;STANDARD;EXIT_ROW;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;5
SeatGuru;british-airways;Airbus A380 new;ECONOMY;long haul;199;469;World Traveller;STANDARD;NORMAL;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;3
SeatGuru;british-airways;Airbus A380 new;ECONOMY;long haul;199;469;World Traveller;STANDARD;NORMAL;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;2
SeatGuru;british-airways;Airbus A380 new;ECONOMY;long haul;199;469;World Traveller;STANDARD;NORMAL;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;5
SeatGuru;british-airways;Airbus A380 new;ECONOMY;long haul;199;469;World Traveller;STANDARD;BULKHEAD;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;2
SeatGuru;british-airways;Airbus A380 new;ECONOMY;long haul;199;469;World Traveller;STANDARD;NORMAL;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;1
SeatGuru;british-airways;Airbus A380 new;BUSINESS;long haul;53;469;Club World;FLAT_BED;BULKHEAD;180 degrees;F;72.0;72.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;1
SeatGuru;british-airways;Airbus A380 new;BUSINESS;long haul;53;469;Club World;FLAT_BED;BULKHEAD;180 degrees;F;72.0;72.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;2
SeatGuru;british-airways;Airbus A380 new;BUSINESS;long haul;53;469;Club World;FLAT_BED;NORMAL;180 degrees;F;72.0;72.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;3
SeatGuru;british-airways;Airbus A380 new;BUSINESS;long haul;53;469;Club World;FLAT_BED;BULKHEAD;180 degrees;F;72.0;72.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;3
SeatGuru;british-airways;Airbus A380 new;PREMIUM;long haul;55;469;World Traveller Plus;RECLINER;BULKHEAD;;R;38.0;38.0;18.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;5
SeatGuru;british-airways;Airbus A380 new;PREMIUM;long haul;55;469;World Traveller Plus;RECLINER;NORMAL;;R;38.0;38.0;18.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;3
SeatGuru;british-airways;Airbus A380 new;PREMIUM;long haul;55;469;World Traveller Plus;RECLINER;NORMAL;;R;38.0;38.0;18.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;2
SeatGuru;british-airways;Airbus A380 new;PREMIUM;long haul;55;469;World Traveller Plus;RECLINER;NORMAL;;R;38.0;38.0;18.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;1
SeatGuru;british-airways;Airbus A380 new;ECONOMY;long haul;104;469;World Traveller ;STANDARD;EXIT_ROW;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;1
SeatGuru;british-airways;Airbus A380 new;ECONOMY;long haul;104;469;World Traveller ;STANDARD;EXIT_ROW;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;5
SeatGuru;british-airways;Airbus A380 new;ECONOMY;long haul;104;469;World Traveller ;STANDARD;EXIT_ROW;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;2
SeatGuru;british-airways;Airbus A380 new;ECONOMY;long haul;104;469;World Traveller ;STANDARD;NORMAL;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;3
SeatGuru;british-airways;Airbus A380 new;ECONOMY;long haul;104;469;World Traveller ;STANDARD;NORMAL;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;2
SeatGuru;british-airways;Boeing 747-400 B;FIRST;long haul;14;299;First Class;OPEN_SUITE;BULKHEAD;;S;78.0;78.0;22.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;2
SeatGuru;british-airways;Boeing 747-400 B;BUSINESS;long haul;50;299;Club World;FLAT_BED;BULKHEAD;;F;72.0;72.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;2
SeatGuru;british-airways;Boeing 747-400 B;BUSINESS;long haul;50;299;Club World;FLAT_BED;NORMAL;;F;72.0;72.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;british-airways;Boeing 747-400 B;BUSINESS;long haul;50;299;Club World;FLAT_BED;NORMAL;;F;72.0;72.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;2
SeatGuru;british-airways;Boeing 747-400 B;BUSINESS;long haul;50;299;Club World;FLAT_BED;BULKHEAD;;F;72.0;72.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;british-airways;Boeing 747-400 B;FIRST;long haul;14;299;First Class;OPEN_SUITE;NORMAL;;S;78.0;78.0;22.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;3
SeatGuru;british-airways;Boeing 747-400 B;PREMIUM;long haul;30;299;World Traveller Plus;RECLINER;EXIT_ROW;;R;38.0;38.0;18.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;5
SeatGuru;british-airways;Boeing 747-400 B;PREMIUM;long haul;30;299;World Traveller Plus;RECLINER;NORMAL;;R;38.0;38.0;18.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;5
SeatGuru;british-airways;Boeing 747-400 B;PREMIUM;long haul;30;299;World Traveller Plus;RECLINER;NORMAL;;R;38.0;38.0;18.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;british-airways;Boeing 747-400 B;PREMIUM;long haul;30;299;World Traveller Plus;RECLINER;NORMAL;;R;38.0;38.0;18.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;2
SeatGuru;british-airways;Boeing 747-400 B;ECONOMY;long haul;185;299;World Traveller;STANDARD;BULKHEAD;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;NONE;;NONE;;2
SeatGuru;british-airways;Boeing 747-400 B;ECONOMY;long haul;185;299;World Traveller;STANDARD;NORMAL;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;NONE;;NONE;;3
SeatGuru;british-airways;Boeing 747-400 B;ECONOMY;long haul;185;299;World Traveller;STANDARD;NORMAL;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;NONE;;NONE;;2
SeatGuru;british-airways;Boeing 747-400 B;ECONOMY;long haul;185;299;World Traveller;STANDARD;NORMAL;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;NONE;;NONE;;5
SeatGuru;british-airways;Boeing 747-400 B;ECONOMY;long haul;185;299;World Traveller;STANDARD;NORMAL;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;NONE;;NONE;;1
SeatGuru;british-airways;Boeing 747-400 B;BUSINESS;long haul;20;299;Club World;FLAT_BED;NORMAL;;F;72.0;72.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;british-airways;Boeing 747-400 B;BUSINESS;long haul;20;299;Club World;FLAT_BED;BULKHEAD;;F;72.0;72.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;2
SeatGuru;british-airways;Boeing 747-400 B;BUSINESS;long haul;20;299;Club World;FLAT_BED;EXIT_ROW;;F;72.0;72.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;5
SeatGuru;british-airways;Boeing 747-400 B;BUSINESS;long haul;20;299;Club World;FLAT_BED;NORMAL;;F;72.0;72.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;2
SeatGuru;british-airways;Boeing 747-400 C;FIRST;long haul;14;345;First Class;OPEN_SUITE;BULKHEAD;;S;78.0;78.0;22.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;3
SeatGuru;british-airways;Boeing 747-400 C;PREMIUM;long haul;36;345;World Traveller Plus;RECLINER;BULKHEAD;;R;38.0;38.0;18.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;2
SeatGuru;british-airways;Boeing 747-400 C;PREMIUM;long haul;36;345;World Traveller Plus;RECLINER;NORMAL;;R;38.0;38.0;18.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;british-airways;Boeing 747-400 C;PREMIUM;long haul;36;345;World Traveller Plus;RECLINER;NORMAL;;R;38.0;38.0;18.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;2
SeatGuru;british-airways;Boeing 747-400 C;BUSINESS;long haul;32;345;Club World;FLAT_BED;BULKHEAD;;F;72.0;72.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;british-airways;Boeing 747-400 C;BUSINESS;long haul;32;345;Club World;FLAT_BED;BULKHEAD;;F;72.0;72.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;2
SeatGuru;british-airways;Boeing 747-400 C;BUSINESS;long haul;32;345;Club World;FLAT_BED;NORMAL;;F;72.0;72.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;british-airways;Boeing 747-400 C;FIRST;long haul;14;345;First Class;OPEN_SUITE;NORMAL;;S;78.0;78.0;22.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;3
SeatGuru;british-airways;Boeing 747-400 C;ECONOMY;long haul;243;345;World Traveller;STANDARD;BULKHEAD;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;NONE;;NONE;;2
SeatGuru;british-airways;Boeing 747-400 C;ECONOMY;long haul;243;345;World Traveller;STANDARD;NORMAL;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;NONE;;NONE;;5
SeatGuru;british-airways;Boeing 747-400 C;ECONOMY;long haul;243;345;World Traveller;STANDARD;NORMAL;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;NONE;;NONE;;3
SeatGuru;british-airways;Boeing 747-400 C;ECONOMY;long haul;243;345;World Traveller;STANDARD;NORMAL;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;NONE;;NONE;;2
SeatGuru;british-airways;Boeing 747-400 C;ECONOMY;long haul;243;345;World Traveller;STANDARD;NORMAL;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;NONE;;NONE;;1
SeatGuru;british-airways;Boeing 747-400 C;BUSINESS;long haul;20;345;Club World;FLAT_BED;BULKHEAD;;F;72.0;72.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;british-airways;Boeing 747-400 C;BUSINESS;long haul;20;345;Club World;FLAT_BED;BULKHEAD;;F;72.0;72.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;2
SeatGuru;british-airways;Boeing 747-400 C;BUSINESS;long haul;20;345;Club World;FLAT_BED;NORMAL;;F;72.0;72.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;british-airways;Boeing 747-400 C;BUSINESS;long haul;20;345;Club World;FLAT_BED;NORMAL;;F;72.0;72.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;5
SeatGuru;british-airways;Boeing 747-400 C;BUSINESS;long haul;20;345;Club World;FLAT_BED;EXIT_ROW;;F;72.0;72.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;british-airways;Boeing 747-400 C;BUSINESS;long haul;20;345;Club World;FLAT_BED;EXIT_ROW;;F;72.0;72.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;5
SeatGuru;british-airways;Boeing 747-400 C;BUSINESS;long haul;20;345;Club World;FLAT_BED;NORMAL;;F;72.0;72.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;2
SeatGuru;british-airways;Boeing 747-400 D;FIRST;long haul;14;275;First Class;OPEN_SUITE;BULKHEAD;;S;79.0;79.0;22.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;3
SeatGuru;british-airways;Boeing 747-400 D;BUSINESS;long haul;66;275;Club World;FLAT_BED;BULKHEAD;;F;73.0;73.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;2
SeatGuru;british-airways;Boeing 747-400 D;BUSINESS;long haul;66;275;Club World;FLAT_BED;BULKHEAD;;F;73.0;73.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;british-airways;Boeing 747-400 D;BUSINESS;long haul;66;275;Club World;FLAT_BED;NORMAL;;F;73.0;73.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;british-airways;Boeing 747-400 D;BUSINESS;long haul;66;275;Club World;FLAT_BED;NORMAL;;F;73.0;73.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;2
SeatGuru;british-airways;Boeing 747-400 D;FIRST;long haul;14;275;First Class;OPEN_SUITE;NORMAL;;S;79.0;79.0;22.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;3
